,Precipitation,Temperature
January,15.3,-16.2
February,12.8,-15.3
March,18.1,-7.4
April,20.9,5.7
May,32.6,14.7
June,36.9,20.1
July,40.5,21.4
August,31.0,19.6
September,20.0,12.9
October,22.4,5.0
November,20.0,-5.4
December,18.2,-13.5
