,Precipitation,Temperature
January,25.8,-16.4
February,21.1,-15.1
March,25.2,-7.9
April,25.6,3.6
May,38.5,12.3
June,44.5,17.2
July,73.8,18.2
August,43.1,16.4
September,25.8,10.2
October,32.0,3.1
November,32.9,-7.1
December,29.5,-13.9
