,Precipitation,Temperature
January,12.9,-5.0
February,13.5,-2.7
March,20.2,5.0
April,34.2,13.0
May,33.8,18.7
June,21.0,23.9
July,17.9,26.1
August,10.8,24.9
September,12.4,19.6
October,25.0,12.2
November,29.1,4.3
December,16.7,-2.0
