,Precipitation,Temperature
January,45.8,-5.9
February,57.1,-4.0
March,55.0,2.9
April,66.5,9.8
May,49.5,15.0
June,27.8,19.7
July,20.3,21.6
August,8.8,19.9
September,12.7,14.0
October,39.1,7.7
November,47.4,1.4
December,48.7,-4.4
