,Precipitation,Temperature
January,15.9,-6.3
February,17.3,-3.8
March,18.7,4.6
April,22.7,13.1
May,15.2,19.6
June,7.7,25.4
July,9.3,27.2
August,3.0,25.3
September,3.6,18.4
October,12.7,10.4
November,20.2,1.8
December,16.6,-4.5
