,Precipitation,Temperature
January,13.0,-13.4
February,12.7,-11.1
March,18.6,-4.7
April,39.0,4.5
May,54.8,10.4
June,62.7,15.4
July,60.6,17.2
August,52.9,15.7
September,41.7,10.0
October,38.4,3.0
November,28.7,-6.0
December,19.3,-11.3
