month,maxTemp,minTemp,meanTemp,rainfall
1,25.6,15.8,,165.0
2,25.8,16.3,,142.1
3,24.9,15.4,,126.6
4,22.3,12.8,,90.0
5,21.1,10.2,,99.2
6,18.3,7.8,,98.1
7,19.4,8.1,,89.0
8,20.9,9.2,,74.5
9,21.3,10.8,,115.4
10,22.6,12.5,,134.2
11,24.5,14.0,,123.8
12,25.4,15.4,,150.1
