month,maxTemp,minTemp,meanTemp,rainfall
1,30.3,21.7,,346.8
2,30.6,21.8,,295.7
3,28.5,21.8,,312.7
4,30.8,21.9,,205.9
5,30.6,21.0,,118.0
6,30.3,19.2,,38.8
7,31.6,18.3,,22.6
8,32.9,19.0,,201.6
9,32.7,20.8,,86.5
10,32.3,21.8,,185.3
11,31.4,22.0,,207.3
12,30.7,22.0,,332.5
