,Precipitation,Temperature
January,134.3,-2.1
February,142.3,-1.5
March,129.7,1.6
April,139.8,5.7
May,112.7,10.2
June,81.6,14.2
July,57.3,16.3
August,62.1,16.7
September,130.2,12.0
October,182.3,8.2
November,222.3,3.5
December,206.8,-1.1
