region,country,place,latitude,longitude,altitude,koppen
Region-2,SaudiArabia,Hail,27.44,41.73,1002,BWh
Region-2,SaudiArabia,Jeddah_KAIA,21.761666666666667,39.20333333333333,17,BWh
Region-2,SaudiArabia,KFIA,26.45,49.81666666666667,12,BWh
Region-2,SaudiArabia,Khamis-Mushait,18.380000000000003,42.83833333333333,2056,BWh
Region-2,SaudiArabia,Madinah,24.62166666666667,39.775,636,BWh
Region-2,SaudiArabia,Makkah,21.46,39.78,240,BWh
Region-2,SaudiArabia,Najran,17.668333333333333,44.48166666666666,1212,BWh
Region-2,SaudiArabia,Qaisumah,28.33,46.19833333333333,358,BWh
Region-2,SaudiArabia,Rafha,29.645,43.55166666666667,444,BWh
Region-2,SaudiArabia,RiyadhNew,24.968333333333337,46.748333333333335,614,BWh
Region-2,SaudiArabia,RiyadhOld,24.766666666666666,46.763333333333335,620,BWh
Region-2,SaudiArabia,Sharorah,17.473333333333333,47.14833333333333,725,BWh
Region-2,SaudiArabia,Tabuk,28.425,36.641666666666666,768,BWh
Region-2,SaudiArabia,Taif,21.54,40.626666666666665,1453,BWh
Region-2,SaudiArabia,Turaif,31.71,38.77,852,BWh
Region-2,SaudiArabia,Wadi-Al-Dawasser,20.5,45.21666666666667,622,BWh
Region-2,SaudiArabia,Wejh,26.231666666666666,36.528333333333336,24,BWh
Region-2,SaudiArabia,Yenbo,24.173333333333332,38.13333333333333,10,BWh
Region-2,SriLanka,Anuradhapura,8.415,80.41666666666667,92,Aw
Region-2,SriLanka,Badulla,7.065,81.13166666666666,670,Am
Region-2,SriLanka,Bandarawela,6.915,81.065,1226,Af
Region-2,SriLanka,Batticaloa,7.716666666666667,81.7,8,Am
Region-2,SriLanka,Colombo,6.9,79.86666666666666,7,Af
Region-2,SriLanka,Galle,6.115,80.21666666666667,13,Af
Region-2,SriLanka,Hambantota,6.116666666666666,81.21499999999999,18,Aw
Region-2,SriLanka,Jaffna,9.65,80.01666666666667,3,Aw
Region-2,SriLanka,Katugastota,7.415,80.71499999999999,477,Af
Region-2,SriLanka,Katunayaka,7.166666666666667,79.96499999999999,8,Am
Region-2,SriLanka,Kurunegala,7.466666666666667,80.36666666666666,116,Am
Region-2,SriLanka,MahaIllupallama,8.116666666666667,80.45,117,Aw
Region-2,SriLanka,Mannar,9.066666666666666,79.91666666666667,3,Aw
Region-2,SriLanka,NuwaraEliya,6.966666666666667,80.76666666666667,1894,Cfb
Region-2,SriLanka,Pottuvil,6.965000000000001,81.91499999999999,4,Aw
Region-2,SriLanka,Puttalam,8.115,80.065,2,Aw
Region-2,SriLanka,Rathmalana,6.816666666666666,79.96499999999999,5,Af
Region-2,SriLanka,Ratnapura,6.765000000000001,80.4,86,Af
Region-2,SriLanka,Trincomalee,8.665,81.25,24,Aw
Region-2,SriLanka,Vavuniya,8.75,80.5,98,Aw
Region-2,Thailand,AranyaPrathet,13.7,102.58333333333331,47,Aw
Region-2,Thailand,BangkokMetropolis,13.775,100.61,3.01,Aw
Region-2,Thailand,BangkokPortKlongToei,13.741666666666664,100.575,2.8,Aw
Region-2,Thailand,BhumibolDam,17.296666666666667,99.015,143.73,Aw
Region-2,Thailand,BuaChum,15.266666666666667,101.20666666666666,49.28,Aw
Region-2,Thailand,Chaiyaphum,15.8,102.03333333333332,182.15,Aw
Region-2,Thailand,ChanthaBuri,12.616666666666667,102.18,2.86,Am
Region-2,Thailand,ChiangMai,18.793333333333333,99.00166666666668,304.59,Aw
Region-2,Thailand,ChiangRai,20.01833333333333,99.955,387.779,Aw
Region-2,Thailand,ChokChai,14.73,102.17833333333334,190.34,Aw
Region-2,Thailand,ChonBuri,13.366666666666667,100.98333333333332,0.86,Aw
Region-2,Thailand,Chumphon,10.575,99.21333333333334,4.4,Am
Region-2,Thailand,DonMuangAirport,13.931666666666668,100.63,12,Aw
Region-2,Thailand,HatYaiAirport,6.916666666666667,100.43333333333334,27.4,Am
Region-2,Thailand,HuaHin,12.6,100.025,4.73,Aw
Region-2,Thailand,KabinBuri,13.983333333333333,101.74333333333334,10.555,Aw
Region-2,Thailand,Kalasin,16.40833333333333,103.60833333333332,138.75,Aw
Region-2,Thailand,KamphaengPhet,16.503333333333334,99.57833333333332,80,Aw
Region-2,Thailand,KanchanaBuri,14.051666666666668,99.54833333333332,27.53,Aw
Region-2,Thailand,KhonKaen,16.516666666666666,102.82166666666666,186.97,Aw
Region-2,Thailand,KoLanta,7.533333333333333,99.05,2,Am
Region-2,Thailand,KoSamui,9.466666666666669,100.05,4,Af
Region-2,Thailand,KoSichang,13.22,100.81166666666668,24.85,Aw
Region-2,Thailand,Lampang,18.283333333333335,99.51666666666668,242,Aw
Region-2,Thailand,Lamphun,18.566666666666663,99.03333333333332,296.42,Aw
Region-2,Thailand,Loei,17.45,101.73333333333332,252.51,Aw
Region-2,Thailand,LomSak,16.808333333333334,101.33,142.81,Aw
Region-2,Thailand,LopBuri,14.881666666666666,100.68666666666664,9.998,Aw
Region-2,Thailand,MaeHongSon,19.37666666666667,98.02,265.406,Aw
Region-2,Thailand,MaeSariang,18.166666666666668,97.93333333333334,211,Aw
Region-2,Thailand,MaeSot,16.705,98.555,196,Aw
Region-2,Thailand,Mahasarakham,16.316666666666666,103.075,152.948,Aw
Region-2,Thailand,Mukdahan,16.581666666666667,104.79,138,Aw
Region-2,Thailand,NakhonPhanom,17.465,104.86166666666666,145,Aw
Region-2,Thailand,NakhonRatchasima,14.975,102.09833333333331,186.6,Aw
Region-2,Thailand,NakhonSawan,15.696666666666664,100.21,34.008,Aw
Region-2,Thailand,NakhonsiThammarat,8.56,100.01666666666668,4.142,Af
Region-2,Thailand,Nan,18.845,100.83333333333331,200,Aw
Region-2,Thailand,NangRong,14.583333333333334,102.8,179,Aw
Region-2,Thailand,Narathiwat,6.416666666666667,101.81666666666666,3.57,Af
Region-2,Thailand,NongKhai,17.94,102.81666666666666,173.212,Aw
Region-2,Thailand,PattaniAirport,6.783333333333333,101.15,4.053,Am
Region-2,Thailand,Phatthaya,12.936666666666666,100.88333333333333,58.929,Aw
Region-2,Thailand,Phayao,19.133333333333333,99.9,401.046,Aw
Region-2,Thailand,PhetchaBuri,13.079999999999998,100.11333333333332,2.01,Aw
Region-2,Thailand,Phetchabun,16.433333333333334,101.15,114,Aw
Region-2,Thailand,Phitsanulok,16.851666666666667,100.34166666666668,44.022,Aw
Region-2,Thailand,Phrae,18.166666666666668,100.16666666666669,161.792,Aw
Region-2,Thailand,Phuket,7.883333333333333,98.4,1.83,Am
Region-2,Thailand,PhuketAirport,8.203333333333333,98.38666666666668,5.863,Am
Region-2,Thailand,PilotStation,13.43,100.68,14,Aw
Region-2,Thailand,PrachinBuri,14.1,101.38166666666666,4.15,Aw
Region-2,Thailand,PrachuapKhirikhan,11.833333333333334,99.83333333333331,4,Aw
Region-2,Thailand,Ranong,9.983333333333333,98.61666666666666,7,Am
Region-2,Thailand,Rayong,12.71,101.395,2.6,Aw
Region-2,Thailand,RoiEt,16.036666666666665,103.79666666666668,140,Aw
Region-2,Thailand,SakonNakhon,17.15,104.13333333333334,171,Aw
Region-2,Thailand,Sattahip,12.683333333333334,100.98333333333332,16,Aw
Region-2,Thailand,Satun,6.65,100.08333333333331,4.06,Am
Region-2,Thailand,Songkhla,7.258333333333334,100.645,4.57,Am
Region-2,Thailand,SuphanBuri,14.513333333333334,100.16666666666669,7.23,Aw
Region-2,Thailand,SuratThani,9.146666666666668,99.16166666666668,5,Aw
Region-2,Thailand,Surin,14.883333333333333,103.5,145.81,Aw
Region-2,Thailand,Tak,16.936666666666667,99.19333333333334,124.121,Aw
Region-2,Thailand,TakuaPa,8.688333333333334,98.26333333333334,5.93,Am
Region-2,Thailand,ThaTum,15.316666666666666,103.68333333333334,127.62,Aw
Region-2,Thailand,ThaWangPha,19.163333333333338,100.815,234.7,Aw
Region-2,Thailand,ThongPhaphum,14.786666666666664,98.65166666666669,97.36,Aw
Region-2,Thailand,Trad,11.766666666666667,102.88333333333334,2,Am
Region-2,Thailand,TrangAirport,7.516666666666667,99.61666666666666,13.965,Am
Region-2,Thailand,UbonRatchathani,15.25,104.86666666666666,122,Aw
Region-2,Thailand,UdonThani,17.383333333333333,102.8,177,Aw
Region-2,Thailand,Umphang,16.064999999999998,98.93666666666668,454,Aw
Region-2,Thailand,Uttaradit,17.616666666666667,100.1,63,Aw
Region-2,Thailand,WichianBuri,15.691666666666666,101.14666666666666,68,Aw
Region-2,Turkmenistan,BAGTYYARLYK,38.11333333333334,62.83166666666666,188.9,BWk
Region-2,Turkmenistan,BAHERDEN,38.49833333333333,57.47,159,BWk
Region-2,Turkmenistan,BEREKET,39.29833333333333,55.625,33.4,BWk
Region-2,Turkmenistan,Bayramaly,37.64333333333334,62.195,240,BWk
Region-2,Turkmenistan,Erbent,39.38333333333333,58.663333333333334,87,BWk
Region-2,Turkmenistan,Kerki,37.833333333333336,65.27166666666668,239.8,BSk
Region-2,Turkmenistan,SARAHS,36.56666666666666,61.28,275.0,BSh
Region-2,Turkmenistan,SERHETABAT,35.285,62.415,625.0,BSk
Region-2,Turkmenistan,ТEJEN,37.41166666666666,60.541666666666664,186.4,BWk
Region-2,UAE,AbuDhabiIntlAirport,24.433333333333337,54.65,27,BWh
Region-2,UAE,AlAinIntlAirport,24.32,55.655,264,BWh
Region-2,UAE,AlFujairahIntlAirport,25.173333333333336,56.36000000000001,46,BWh
Region-2,UAE,DubaiIntlAirport,25.25,55.333333333333336,8,BWh
Region-2,UAE,RasAlKhaimahIntlAirport,25.68166666666667,55.96666666666666,31,BWh
Region-2,UAE,SharjahIntlAirport,25.388333333333332,55.52,34,BWh
Region-2,Uzbekistan,Akbajtal,43.15,62.333333333333336,237,BWk
Region-2,Uzbekistan,Andizan,40.733333333333334,72.31666666666666,475,BSk
Region-2,Uzbekistan,Angren,41.0,70.18333333333334,942,Csa
Region-2,Uzbekistan,Ayakagitma,40.68333333333333,64.48333333333333,217.2,BWk
Region-2,Uzbekistan,Bahmal,39.71666666666667,68.01666666666667,1321.7,Dsa
Region-2,Uzbekistan,Baysun,38.2,67.2,1244.6,Csa
Region-2,Uzbekistan,Buhara,39.71666666666667,64.61666666666666,224,BWk
Region-2,Uzbekistan,Buzaubaj,41.75,62.46666666666667,97,BWk
Region-2,Uzbekistan,Chimbaj,42.95,59.8,93,BWk
Region-2,Uzbekistan,Chimgan,41.55,70.01666666666667,1670,Dsb
Region-2,Uzbekistan,Dalverzin,40.4,69.28333333333333,289,BSk
Region-2,Uzbekistan,Denau,38.266666666666666,67.9,516,BSk
Region-2,Uzbekistan,Dzizak,40.11666666666667,67.83333333333333,343,Csa
Region-2,Uzbekistan,Fergana,40.38333333333333,71.75,577,BWk
Region-2,Uzbekistan,Jaslyk,43.88333333333333,57.88333333333333,127,BWk
Region-2,Uzbekistan,Kamchik,41.1,70.5,2138,Dsb
Region-2,Uzbekistan,Karakapalkija,44.85,56.333333333333336,125,BWk
Region-2,Uzbekistan,Karshi,38.75,65.71666666666667,375,BSk
Region-2,Uzbekistan,Kushrabad,40.233333333333334,66.55,736.9,Csa
Region-2,Uzbekistan,Minchukur,38.65,66.93333333333334,2132,Dsb
Region-2,Uzbekistan,Mubarek,39.25,65.15,284.7,BSk
Region-2,Uzbekistan,Namangan,41.0,71.58333333333333,474,BWk
Region-2,Uzbekistan,Navoiy,40.13333333333333,65.35,340.5,BSk
Region-2,Uzbekistan,Nukus,42.483333333333334,59.61666666666667,75,BWk
Region-2,Uzbekistan,Samarkand,39.63333333333333,66.95,725,BSk
Region-2,Uzbekistan,Shahrisabz,39.25,67.06666666666666,625.3,Csa
Region-2,Uzbekistan,Sirdarya,40.81666666666667,68.68333333333334,263,Csa
Region-2,Uzbekistan,Tamdy,41.733333333333334,64.61666666666666,236,BWk
Region-2,Uzbekistan,Tashkent,41.333333333333336,69.3,477,Csa
Region-2,Uzbekistan,Termez,37.28333333333333,67.31666666666666,311,BWk
Region-2,Uzbekistan,Urgench,41.56666666666667,60.63333333333333,100,BWk
Region-2,Uzbekistan,Yangiyer,40.28333333333333,68.83333333333333,315.8,BSk
Region-3,Argentina,AEROPARQUE_AERO,-34.60333333333333,-58.434999999999995,6,Cfa
Region-3,Argentina,AZUL_AERO,-36.90833333333334,-59.901666666666664,147,Cfb
Region-3,Argentina,BAHIA_BLANCA_AERO,-38.788333333333334,-62.22666666666667,83,Cfa
Region-3,Argentina,BALCARCE_INTA,-37.75,-58.38166666666667,129,Cfb
Region-3,Argentina,BARILOCHE_AERO,-41.218333333333334,-71.235,840,Csb
Region-3,Argentina,BARROW_INTA,-38.33666666666667,-60.25,120,Cfb
Region-3,Argentina,BERNARDO_DE_IRIGOYEN_AERO,-26.333333333333332,-53.69333333333333,815,Cfa
Region-3,Argentina,BOLIVAR_AERO,-36.2,-61.10166666666667,94,Cfa
Region-3,Argentina,BUENOS_AIRES_OBSERVATORIO,-34.623333333333335,-58.486666666666665,25,Cfa
Region-3,Argentina,CASTELAR_INTA,-34.63166666666667,-58.69166666666666,22,Cfa
Region-3,Argentina,CATAMARCA_AERO,-28.64333333333333,-65.78166666666667,454,BSh
Region-3,Argentina,CERES_AERO,-29.92,-61.94833333333333,88,Cwa
Region-3,Argentina,CERRO_AZUL_INTA,-27.731666666666666,-55.515,270,Cfa
Region-3,Argentina,CHAMICAL_AERO,-30.418333333333333,-66.36166666666666,461,BSh
Region-3,Argentina,COMODORO_RIVADAVIA_AERO,-45.836666666666666,-67.52,46,BSk
Region-3,Argentina,CONCORDIA_AERO,-31.313333333333333,-58.00833333333333,38,Cfa
Region-3,Argentina,CORDOBA_AERO,-31.361666666666668,-64.27,474,Cwa
Region-3,Argentina,CORDOBA_OBSERVATORIO,-31.44,-64.27166666666668,425,Cwa
Region-3,Argentina,CORONEL_PRINGLES_AERO,-38.026666666666664,-61.39666666666667,247,Cfb
Region-3,Argentina,CORRIENTES_AERO,-27.531666666666663,-58.80833333333333,62,Cfa
Region-3,Argentina,DOLORES_AERO,-36.318333333333335,-57.71666666666667,9,Cfb
Region-3,Argentina,EL_BOLSON_AERO,-41.973333333333336,-71.53666666666666,337,Csb
Region-3,Argentina,EL_CALAFATE_AERO,-50.29,-72.05833333333334,204,BSk
Region-3,Argentina,EL_TREBOL,-32.235,-61.77166666666667,96,Cfa
Region-3,Argentina,ESQUEL_AERO,-42.934999999999995,-71.20166666666667,797,Csb
Region-3,Argentina,EZEIZA_AERO,-34.82666666666667,-58.586666666666666,20,Cfa
Region-3,Argentina,FAMAILLA_INTA,-27.05,-65.49833333333333,363,Cwa
Region-3,Argentina,FORMOSA_AERO,-26.273333333333333,-58.29166666666667,60,Cfa
Region-3,Argentina,GENERAL_PICO_AERO,-35.711666666666666,-63.805,145,Cfa
Region-3,Argentina,GUALEGUAYCHU_AERO,-33.07333333333333,-58.663333333333334,23,Cfa
Region-3,Argentina,HILARIO_ASCASUBI_INTA,-39.446666666666665,-62.635,22,Cfa
Region-3,Argentina,IGUAZU_AERO,-25.801666666666662,-54.54,270,Cfa
Region-3,Argentina,JACHAL,-30.291666666666664,-68.76666666666667,1175,BWk
Region-3,Argentina,JUJUY_AERO,-24.386666666666667,-65.155,905,Cwa
Region-3,Argentina,JUJUY_U_N,-24.236666666666668,-65.37333333333333,1302,Cwb
Region-3,Argentina,JUNIN_AERO,-34.565,-61.00333333333333,81,Cfa
Region-3,Argentina,LABOULAYE_AERO,-34.18333333333334,-63.37166666666667,137,Cwa
Region-3,Argentina,LAS_FLORES,-36.08166666666666,-59.156666666666666,36,Cfa
Region-3,Argentina,LAS_LOMITAS,-24.71333333333333,-60.64666666666667,130,Cwa
Region-3,Argentina,LA_PLATA_AERO,-35.04666666666667,-57.958333333333336,23,Cfa
Region-3,Argentina,LA_QUIACA_OBSERVATORIO,-22.12,-65.60333333333332,3459,BSk
Region-3,Argentina,LA_RIOJA_AERO,-29.456666666666667,-66.84333333333333,429,BSh
Region-3,Argentina,MALARGUE_AERO,-35.553333333333335,-69.58333333333333,1425,BSk
Region-3,Argentina,MARCOS_JUAREZ_AERO,-32.74333333333333,-62.151666666666664,114,Cwa
Region-3,Argentina,MAR_DEL_PLATA_AERO,-38.00833333333333,-57.655,21,Cfb
Region-3,Argentina,MENDOZA_AERO,-32.895,-68.86,704,BWk
Region-3,Argentina,MENDOZA_OBSERVATORIO,-32.95166666666667,-68.90333333333332,827,BWk
Region-3,Argentina,MONTE_CASEROS_AERO,-30.32,-57.666666666666664,54,Cfa
Region-3,Argentina,NEUQUEN_AERO,-38.961666666666666,-68.15333333333334,271,BWk
Region-3,Argentina,NUEVE_DE_JULIO,-35.46666666666666,-60.95666666666667,76,Cfa
Region-3,Argentina,OLAVARRIA_AERO,-36.92666666666667,-60.25333333333334,166,Cfb
Region-3,Argentina,ORAN_AERO,-23.176666666666662,-64.38499999999999,357,Cwa
Region-3,Argentina,PARANA_AERO,-31.825000000000003,-60.486666666666665,78,Cfa
Region-3,Argentina,PASO_DE_LOS_LIBRES_AERO,-29.718333333333337,-57.223333333333336,70,Cfa
Region-3,Argentina,PEHUAJO_AERO,-35.87666666666667,-61.90833333333333,87,Cfa
Region-3,Argentina,PERGAMINO_INTA,-33.995,-60.63166666666667,65,Cfa
Region-3,Argentina,PIGUE_AERO,-37.64833333333333,-62.401666666666664,304,Cfb
Region-3,Argentina,PILAR_OSERVATORIO,-31.675,-63.958333333333336,338,Cwa
Region-3,Argentina,POSADAS_AERO,-27.428333333333335,-55.968333333333334,125,Cfa
Region-3,Argentina,PRE_ROQUE_SAENZ_PENA_AERO,-26.81,-60.50333333333334,93,Cwa
Region-3,Argentina,PUNTA_INDIO_B_A,-35.35666666666667,-57.33833333333333,22,Cfa
Region-3,Argentina,RECONQUISTA_AERO,-29.23,-59.74333333333333,53,Cfa
Region-3,Argentina,RESISTENCIA_AERO,-27.465,-59.108333333333334,52,Cfa
Region-3,Argentina,RIO_CUARTO_AERO,-33.155,-64.32833333333333,421,Cwa
Region-3,Argentina,RIO_GALLEGOS_AERO,-51.66833333333334,-69.34666666666666,19,BSk
Region-3,Argentina,RIO_GRANDE_B_A,-53.846666666666664,-67.80166666666666,22,Cfc
Region-3,Argentina,ROSARIO_AERO,-32.94833333333333,-60.858333333333334,25,Cfa
Region-3,Argentina,SALTA_AERO,-24.898333333333333,-65.52,1221,Cwb
Region-3,Argentina,SANTA_ROSA_AERO,-36.641666666666666,-64.345,191,Cfa
Region-3,Argentina,SANTIAGO_DEL_ESTERO_AERO,-27.778333333333332,-64.38166666666666,199,BSh
Region-3,Argentina,SAN_ANTONIO_OESTE_AERO,-40.791666666666664,-65.10166666666666,20,BSk
Region-3,Argentina,SAN_FERNANDO_AERO,-34.480000000000004,-58.59,3,Cfa
Region-3,Argentina,SAN_JUAN_AERO,-31.613333333333333,-68.45,598,BWh
Region-3,Argentina,SAN_JULIAN_AERO,-49.34833333333333,-67.81833333333333,62,BSk
Region-3,Argentina,SAN_LUIS_AERO,-33.31333333333333,-66.35833333333333,713,Cwa
Region-3,Argentina,SAN_MARTIN,-33.105000000000004,-68.53833333333334,653,BWk
Region-3,Argentina,SAN_RAFAEL_AERO,-34.62833333333334,-68.40833333333335,748,BSk
Region-3,Argentina,SAUCE_VIEJO_AERO,-31.746666666666663,-60.83166666666666,18,Cfa
Region-3,Argentina,TANDIL_AERO,-37.28,-59.315000000000005,175,Cfb
Region-3,Argentina,TARTAGAL_AERO,-22.698333333333338,-63.861666666666665,450,Cwa
Region-3,Argentina,TINOGASTA,-28.07,-67.64,1201,BWh
Region-3,Argentina,TRELEW_AERO,-43.25333333333334,-65.35833333333333,43,BSk
Region-3,Argentina,TRES_ARROYOS,-38.406666666666666,-60.29,115,Cfb
Region-3,Argentina,TUCUMAN_AERO,-26.856666666666666,-65.14999999999999,450,Cwa
Region-3,Argentina,USHUAIA_AERO,-54.873333333333335,-68.32,57,ET
Region-3,Argentina,VIEDMA_AERO,-40.93,-63.041666666666664,7,BSk
Region-3,Argentina,VILLA_DE_MARIA_D_RIO_SECO,-29.933333333333337,-63.781666666666666,341,Cwa
Region-3,Argentina,VILLA_DOLORES_AERO,-31.956666666666667,-65.22666666666667,566,BSh
Region-3,Argentina,VILLA_REYNOLDS_AERO,-33.725,-65.40833333333333,486,Cwa
Region-3,Brazil,ALTO_PARNAIBA,-9.15,-46.025,285.05,Aw
Region-3,Brazil,ARACAJU,-10.965,-37.07666666666666,3.68,Aw
Region-3,Brazil,ARAGARCAS,-15.915,-52.305,327.03,Aw
Region-3,Brazil,ARAGUAINA,-7.123333333333333,-48.208333333333336,231.85,Aw
Region-3,Brazil,ARAXA,-19.633333333333336,-47.031666666666666,1018.28,Aw
Region-3,Brazil,BAGE,-31.333333333333336,-54.13333333333333,245.66,Cfa
Region-3,Brazil,BAMBUI,-20.10333333333333,-46.053333333333335,684.43,Cwa
Region-3,Brazil,BARBALHA,-7.305,-39.29333333333333,409.41,Aw
Region-3,Brazil,BARRA_DO_CORDA,-5.538333333333333,-45.25666666666667,154.17,Aw
Region-3,Brazil,BELEM,-1.4483333333333333,-48.45666666666666,7.13,Af
Region-3,Brazil,BELO_HORIZONTE,-19.94,-43.96333333333334,915.47,Aw
Region-3,Brazil,BELTERRA,-2.6866666666666665,-54.99666666666666,164.3,Am
Region-3,Brazil,BOM_JESUS,-28.683333333333337,-50.485,1047.5,Cfb
Region-3,Brazil,BOM_JESUS_DA_LAPA,-13.256666666666666,-43.431666666666665,447.75,BSh
Region-3,Brazil,BRASILIA,-15.821666666666667,-47.971666666666664,1161.42,Aw
Region-3,Brazil,CAMPOS_NOVOS,-27.386666666666667,-51.29666666666667,962.86,Cfb
Region-3,Brazil,CAPINOPOLIS,-18.773333333333333,-49.62333333333333,608.98,Aw
Region-3,Brazil,CARATINGA,-19.748333333333335,-42.156666666666666,609.56,Aw
Region-3,Brazil,CAROLINA,-7.356666666666667,-47.50833333333333,182.94,Aw
Region-3,Brazil,CHAPADINHA,-3.79,-43.36333333333334,104,Aw
Region-3,Brazil,CIPO,-11.108333333333333,-38.56166666666667,143.53,BSh
Region-3,Brazil,CONCEICAO_DO_ARAGUAIA,-8.305,-49.333333333333336,179.02,Aw
Region-3,Brazil,CRUZETA,-6.4750000000000005,-36.83166666666666,226.33,BSh
Region-3,Brazil,CRUZ_ALTA,-28.673333333333336,-53.68333333333334,475.52,Cfa
Region-3,Brazil,CURITIBA,-25.525,-49.3,923.5,Cfb
Region-3,Brazil,ENCRUZILHADA_DO_SUL,-30.59166666666667,-52.565,427.75,Cfa
Region-3,Brazil,FORMOSA,-15.628333333333334,-47.36666666666667,938.68,Aw
Region-3,Brazil,FORTALEZA,-3.8916666666666666,-38.559999999999995,29.89,Aw
Region-3,Brazil,GUARAMIRANGA,-4.318333333333333,-39.00333333333333,865.44,Aw
Region-3,Brazil,GUARATINGA,-16.651666666666667,-39.865,197.88,Aw
Region-3,Brazil,IRATI,-25.516666666666666,-50.65833333333333,881.69,Cfb
Region-3,Brazil,ITABAIANINHA,-11.3,-37.85333333333333,205.59,Aw
Region-3,Brazil,ITAPERUNA,-21.226666666666667,-41.93333333333333,123.6,Aw
Region-3,Brazil,JANUARIA,-15.521666666666668,-44.44833333333334,480,Aw
Region-3,Brazil,JATAI,-17.958333333333336,-51.72166666666667,669.84,Aw
Region-3,Brazil,JOAO_PESSOA,-7.154999999999999,-34.925000000000004,9.67,Aw
Region-3,Brazil,JUIZ_DE_FORA,-21.786666666666665,-43.43666666666667,936.9,Cwa
Region-3,Brazil,LAGES,-27.813333333333333,-50.34666666666667,952.73,Cfb
Region-3,Brazil,LAVRAS,-21.273333333333333,-45.045,916.19,Cwa
Region-3,Brazil,LENCOIS,-12.596666666666668,-41.416666666666664,438.09,Aw
Region-3,Brazil,MACAPA,-0.1033333333333333,-51.16,12.8,Am
Region-3,Brazil,MACHADO,-21.755000000000003,-45.97833333333333,892.44,Cwa
Region-3,Brazil,MANAUS,-3.12,-60.098333333333336,61.25,Am
Region-3,Brazil,MARINGA,-23.4,-51.916666666666664,542,Af
Region-3,Brazil,MONTES_CLAROS,-16.701666666666668,-43.89666666666667,645.87,Aw
Region-3,Brazil,MORRO_DO_CHAPEU,-11.618333333333334,-41.156666666666666,1001.66,Cfa
Region-3,Brazil,NATAL,-5.8566666666666665,-35.24666666666667,47.68,Aw
Region-3,Brazil,PALMEIRA_DOS_INDIOS,-9.438333333333333,-36.638333333333335,277.98,Aw
Region-3,Brazil,PARACATU,-17.298333333333336,-46.95666666666667,711.41,Aw
Region-3,Brazil,PASSO_FUNDO,-28.28833333333333,-52.471666666666664,684.05,Cfa
Region-3,Brazil,PEDRO_AFONSO,-8.978333333333333,-48.23,189.53,Aw
Region-3,Brazil,PEIXE,-12.091666666666669,-48.60333333333333,252.24,Aw
Region-3,Brazil,PETROLINA,-9.415,-40.556666666666665,372.54,BSh
Region-3,Brazil,PIRENOPOLIS,-15.878333333333334,-49.04666666666667,766.92,Aw
Region-3,Brazil,PIRIPIRI,-4.323333333333333,-41.85,157.89,Aw
Region-3,Brazil,PORTO_ALEGRE,-30.07166666666667,-51.215,41.18,Cfa
Region-3,Brazil,PORTO_DE_MOZ,-1.7566666666666666,-52.25,13.08,Am
Region-3,Brazil,PROPRIA,-10.283333333333331,-36.88666666666667,18.46,Aw
Region-3,Brazil,RECIFE_CURADO,-8.105,-35.005,11.3,Am
Region-3,Brazil,SALINAS,-16.18,-42.29333333333333,476.07,Aw
Region-3,Brazil,SALVADOR_ONDINA,-13.035,-38.535,47.35,Af
Region-3,Brazil,SANTA_MARIA,-29.764999999999997,-53.74,103.1,Cfa
Region-3,Brazil,SANTA_VITORIA_DO_PALMAR,-33.60666666666667,-53.35166666666667,24.01,Cfa
Region-3,Brazil,SAO_JOAO_DO_PIAUI,-8.44,-42.251666666666665,237.02,BSh
Region-3,Brazil,SAO_LOURENCO,-22.175,-45.093333333333334,930.65,Cwa
Region-3,Brazil,SAO_LUIZ_GONZAGA,-28.42,-55.025000000000006,245.49,Cfa
Region-3,Brazil,SURUBIM,-7.871666666666666,-35.806666666666665,421.44,BSh
Region-3,Brazil,TURIACU,-1.7183333333333333,-45.39833333333333,34.48,Aw
Region-3,Brazil,UBERABA,-19.756666666666668,-48.031666666666666,753.41,Aw
Region-3,Brazil,URUGUAIANA,-29.87333333333333,-57.15833333333334,74.41,Cfa
Region-3,Brazil,VICOSA,-20.825,-42.93333333333334,697.53,Cwa
Region-3,Brazil,VITORIA,-20.395,-40.318333333333335,36.2,Am
Region-3,Brazil,ZE_DOCA,-3.2816666666666667,-45.656666666666666,46.71,Aw
Region-3,Chile,Balmacedaad,-45.92666666666666,-71.73333333333333,517,Csb
Region-3,Chile,Canalbajoosornoad,-40.68666666666667,-73.095,61,Cfb
Region-3,Chile,Carlosibanezaeropuertopuntaarenas,-53.01,-70.865,36,Cfc
Region-3,Chile,Carrielsuraeropuertoconcepcion,-36.85,-73.14833333333333,13,Csb
Region-3,Chile,Cerromorenoaeropuertoantofagasta,-23.471666666666668,-70.50500000000001,112,BWk
Region-3,Chile,Chacallutaaeropuertoarica,-18.383333333333336,-70.375,50,BWh
Region-3,Chile,Diegoaracenaaeropuertoiquique,-20.628333333333337,-70.25333333333334,48,BWh
Region-3,Chile,Eduardofreimontalvaantartica,-62.235,-59.045,45,ET
Region-3,Chile,Elloacalamaad,-22.57166666666667,-68.93833333333335,4880,BWk
Region-3,Chile,EltepualaeropuertopuertoMontt,-41.51833333333333,-73.15833333333333,87,Cfb
Region-3,Chile,Eulogiosancheztobalabaad,-33.48166666666667,-70.625,650,Csa
Region-3,Chile,Generalbernardoohigginschillanad,-36.598333333333336,-72.05333333333333,155,Csb
Region-3,Chile,Generalfreirecuricoad,-35.0,-71.21833333333333,229,Csb
