,Precipitation,Temperature
January,5.9,-44.7
February,5.3,-42.2
March,4.6,-28.8
April,4.0,-10.8
May,15.7,4.2
June,30.1,14.2
July,34.7,16.7
August,29.4,12.1
September,22.1,2.7
October,12.8,-13.6
November,11.1,-33.7
December,6.1,-43.4
