,Precipitation,Temperature
January,23.8,-23.1
February,21.2,-22.0
March,23.4,-14.2
April,27.8,-7.3
May,43.4,0.4
June,57.1,10.3
July,60.5,15.0
August,66.7,11.6
September,45.5,5.7
October,48.1,-2.7
November,31.2,-14.5
December,26.5,-19.9
