,Precipitation,Temperature
January,36.7,-24.0
February,31.0,-23.8
March,28.0,-20.7
April,22.0,-15.1
May,24.1,-6.8
June,27.2,1.1
July,32.2,5.8
August,39.9,5.9
September,42.9,2.5
October,38.0,-6.5
November,29.0,-16.5
December,35.9,-21.8
