,Precipitation,Temperature
January,157.4,26.2
February,140.6,25.1
March,136.8,23.3
April,197.2,19.9
May,114.7,16.2
June,82.3,13.9
July,61.7,13.1
August,64.5,15.1
September,91.9,17.0
October,157.6,20.0
November,149.1,22.6
December,167.3,24.9
