,Precipitation,Temperature
January,59.9,2.2
February,48.4,2.7
March,47.5,5.4
April,38.4,9.5
May,49.3,13.4
June,63.1,16.4
July,68.7,18.5
August,74.0,18.0
September,60.2,14.2
October,59.7,9.9
November,55.8,5.8
December,65.5,3.1
