,Precipitation,Temperature
January,53.5,-0.5
February,39.5,0.2
March,44.0,3.8
April,36.8,8.4
May,59.0,12.5
June,62.0,15.7
July,73.8,17.7
August,62.6,17.3
September,52.8,13.0
October,51.3,8.2
November,52.4,3.5
December,60.6,0.3
