,Precipitation,Temperature
January,41.5,0.7
February,30.0,1.6
March,35.9,4.6
April,27.7,9.7
May,52.8,14.2
June,60.2,17.6
July,70.0,19.6
August,52.4,19.2
September,43.6,14.7
October,40.3,9.6
November,38.8,4.9
December,39.1,1.8
