,Precipitation,Temperature
January,48.5,1.2
February,34.9,1.8
March,39.6,4.6
April,30.0,9.2
May,47.6,13.6
June,55.2,16.9
July,67.2,19.0
August,56.2,18.4
September,48.6,14.3
October,46.4,9.5
November,43.4,5.0
December,46.4,2.2
