,Precipitation,Temperature
January,117.4,-2.6
February,91.1,-2.0
March,90.9,1.1
April,63.2,5.8
May,86.1,9.9
June,84.2,13.1
July,119.6,15.1
August,87.1,15.0
September,89.7,10.8
October,96.6,6.2
November,99.8,1.6
December,129.7,-1.6
