,Precipitation,Temperature
January,48.6,2.9
February,49.1,3.8
March,54.3,7.5
April,63.8,11.2
May,103.4,15.3
June,89.8,18.9
July,92.2,20.8
August,83.3,20.4
September,77.4,15.9
October,78.5,11.4
November,66.2,6.6
December,66.9,3.8
