,Precipitation,Temperature
January,76.2,1.5
February,65.2,2.3
March,65.1,5.8
April,50.0,9.7
May,73.3,13.5
June,63.5,16.8
July,75.3,18.7
August,71.1,18.3
September,66.5,14.2
October,74.1,10.0
November,80.7,5.4
December,99.9,2.4
