,Precipitation,Temperature
January,45.9,2.4
February,44.2,3.5
March,51.7,6.9
April,56.1,10.9
May,91.1,15.0
June,78.6,18.6
July,88.3,20.3
August,80.3,19.8
September,58.2,15.4
October,74.2,11.1
November,60.4,6.2
December,56.0,3.3
