,Precipitation,Temperature
January,32.2,0.4
February,20.8,0.8
March,28.8,3.8
April,22.5,8.7
May,44.1,13.0
June,61.4,16.3
July,72.2,18.8
August,54.2,18.7
September,41.3,14.7
October,35.9,9.6
November,33.6,4.9
December,27.7,1.8
