,Precipitation,Temperature
January,48.7,1.1
February,39.7,1.5
March,40.8,3.5
April,35.3,7.8
May,51.4,11.9
June,67.1,15.4
July,65.2,17.8
August,73.4,17.7
September,57.5,14.0
October,58.5,9.5
November,47.4,5.2
December,55.4,2.3
