,Precipitation,Temperature
January,32.7,-0.6
February,43.6,1.3
March,61.0,6.2
April,53.4,11.9
May,40.8,16.9
June,11.2,21.8
July,3.4,24.1
August,2.1,22.6
September,4.0,18.6
October,14.0,12.5
November,31.3,6.0
December,26.8,1.5
