,Precipitation,Temperature
January,30.6,-2.0
February,38.2,0.8
March,53.0,6.2
April,50.9,11.4
May,23.8,16.1
June,3.6,21.8
July,3.5,25.6
August,2.2,24.9
September,1.5,19.7
October,23.9,13.3
November,44.0,5.9
December,40.0,0.8
