,Precipitation,Temperature
January,160.1,2.9
February,134.0,5.1
March,154.6,8.9
April,77.9,13.7
May,17.2,19.1
June,1.0,24.3
July,1.1,27.0
August,2.6,26.1
September,0.9,21.9
October,14.2,16.2
November,97.2,9.3
December,156.0,5.1
