,Precipitation,Temperature
January,77.2,8.0
February,87.2,7.7
March,89.1,9.8
April,66.6,13.4
May,36.4,18.8
June,51.3,23.6
July,49.3,26.0
August,52.3,26.4
September,168.3,23.4
October,280.0,19.0
November,182.7,13.6
December,98.0,9.9
