month,maxTemp,minTemp,meanTemp,rainfall
1,7.4,1.9,,74.5
2,8.1,1.6,,54.0
3,10.2,3.1,,65.6
4,12.6,4.3,,57.6
5,15.6,6.7,,57.8
6,18.0,9.6,,58.4
7,19.7,11.7,,62.7
8,19.3,11.4,,76.3
9,16.9,9.5,,68.1
10,13.4,6.8,,85.5
11,10.0,3.9,,74.6
12,7.7,2.1,,77.1
