,Precipitation,Temperature
January,42.9,-0.6
February,35.3,0.3
March,47.5,4.5
April,45.5,8.8
May,81.2,13.2
June,82.7,16.4
July,88.6,18.2
August,85.1,17.9
September,58.2,13.5
October,57.5,8.6
November,50.9,3.4
December,57.6,0.0
