,Precipitation,Temperature
January,33.4,1.0
February,24.5,1.7
March,36.5,4.9
April,32.0,9.6
May,51.2,13.9
June,54.4,17.3
July,75.8,19.5
August,63.6,19.2
September,50.5,14.8
October,35.2,9.9
November,40.4,5.1
December,34.3,2.0
