,Precipitation,Temperature
January,38.0,0.4
February,28.9,1.3
March,36.9,4.1
April,27.2,9.1
May,52.1,13.5
June,54.2,16.8
July,71.0,18.9
August,57.8,18.5
September,45.5,14.3
October,38.0,9.3
November,35.4,4.6
December,37.1,1.6
