,Precipitation,Temperature
January,51.0,1.0
February,35.0,1.5
March,37.0,4.5
April,24.8,9.4
May,47.2,13.7
June,62.5,17.0
July,76.3,18.9
August,58.4,18.5
September,52.3,14.4
October,48.3,9.5
November,43.5,5.0
December,44.1,2.1
