,Precipitation,Temperature
January,40.0,1.2
February,35.8,2.0
March,40.2,5.8
April,32.7,10.3
May,57.3,14.4
June,52.9,17.8
July,65.8,19.7
August,56.3,19.3
September,47.2,14.8
October,47.6,9.9
November,46.2,5.0
December,51.5,2.0
