,Precipitation,Temperature
January,50.3,1.8
February,35.2,2.4
March,43.2,5.2
April,38.8,9.6
May,54.8,13.5
June,54.2,16.6
July,70.6,18.7
August,66.6,18.4
September,51.1,14.5
October,53.6,10.1
November,48.1,5.7
December,48.4,2.8
