month,maxTemp,minTemp,meanTemp,rainfall
1,19.5,3.5,,1.1
2,23.5,6.4,,0.3
3,27.7,10.9,,0.9
4,34.2,17.2,,0.5
5,38.2,22.4,,0.5
6,40.5,24.7,,1.1
7,39.7,24.6,,0.0
8,39.3,24.6,,0.1
9,37.1,22.4,,0.6
10,32.7,17.6,,0.2
11,26.9,11.4,,0.4
12,21.0,5.2,,0.7
