,Precipitation,Temperature
January,60.2,-0.5
February,52.2,-0.8
March,47.4,0.0
April,25.9,2.6
May,24.1,6.2
June,20.7,9.6
July,33.7,11.2
August,41.4,10.8
September,53.2,8.0
October,74.0,3.5
November,68.3,0.6
December,72.8,-0.7
