,Precipitation,Temperature
January,27.1,-3.8
February,22.1,-4.1
March,23.2,-3.4
April,18.5,-0.9
May,25.5,3.2
June,28.8,7.6
July,49.8,9.6
August,44.5,8.7
September,46.5,5.5
October,41.1,0.8
November,34.8,-2.2
December,28.4,-3.9
