,Precipitation,Temperature
January,54.5,-6.2
February,36.9,-5.6
March,36.3,-1.9
April,42.5,3.4
May,65.0,8.9
June,79.1,13.0
July,88.8,15.4
August,92.5,13.6
September,64.4,9.1
October,74.4,3.7
November,62.8,-0.9
December,57.9,-5.1
