,Precipitation,Temperature
January,37.2,-3.1
February,28.0,-2.9
March,27.7,0.2
April,31.7,5.3
May,38.7,10.7
June,62.3,14.6
July,65.8,17.2
August,67.0,15.8
September,46.5,11.2
October,53.1,5.8
November,47.3,1.6
December,43.4,-1.7
