,Precipitation,Temperature
January,66.6,-7.0
February,53.1,-7.4
March,52.1,-4.6
April,40.3,-0.1
May,44.4,4.8
June,65.8,9.4
July,88.6,12.5
August,72.1,11.3
September,67.6,6.8
October,58.5,1.4
November,54.5,-2.9
December,60.9,-5.4
