,Precipitation,Temperature
January,43.3,-10.1
February,34.6,-10.0
March,33.4,-5.5
April,33.8,0.0
May,47.2,6.0
June,73.0,11.7
July,93.2,14.6
August,74.6,12.3
September,63.1,7.0
October,51.9,0.0
November,55.8,-5.6
December,51.5,-8.2
