,Precipitation,Temperature
January,32.7,-8.1
February,27.7,-9.0
March,26.1,-5.2
April,27.8,-0.2
May,34.5,5.6
June,45.4,12.1
July,49.6,16.0
August,47.1,14.7
September,53.5,9.9
October,49.1,3.9
November,49.0,-1.1
December,41.0,-4.9
