,Precipitation,Temperature
January,35.1,-13.5
February,29.2,-13.0
March,23.8,-7.1
April,24.1,-0.1
May,43.5,6.1
June,70.3,11.9
July,91.8,14.9
August,70.1,12.6
September,56.1,7.1
October,42.2,-0.1
November,40.4,-7.6
December,41.1,-11.4
