,Precipitation,Temperature
January,44.6,-5.2
February,36.4,-6.1
March,34.1,-2.9
April,31.5,1.2
May,40.1,6.5
June,50.7,11.8
July,60.7,15.5
August,64.9,14.7
September,57.1,10.1
October,64.7,4.4
November,60.9,0.2
December,54.8,-2.7
