,Precipitation,Temperature
January,51.2,-3.6
February,38.6,-3.3
March,35.1,0.1
April,40.1,5.1
May,60.7,10.2
June,68.0,14.1
July,77.6,16.5
August,90.8,15.1
September,63.3,10.8
October,72.4,5.5
November,64.9,1.5
December,55.1,-2.4
