,Precipitation,Temperature
January,47.8,1.2
February,38.5,0.9
March,35.0,2.8
April,32.6,7.1
May,44.3,11.8
June,65.7,15.3
July,66.7,17.8
August,83.3,17.7
September,56.9,14.4
October,62.2,9.8
November,52.6,5.8
December,56.0,2.8
