,Precipitation,Temperature
January,43.7,-9.0
February,28.9,-8.3
March,27.9,-3.4
April,32.5,2.4
May,45.3,8.2
June,63.5,12.9
July,83.6,15.5
August,76.3,13.7
September,54.5,8.7
October,51.2,2.4
November,46.8,-3.0
December,47.0,-7.3
