,Precipitation,Temperature
January,52.0,-0.1
February,42.0,-0.0
March,34.7,2.1
April,31.8,6.3
May,46.3,11.1
June,59.6,14.8
July,67.7,17.2
August,71.1,16.6
September,55.4,12.7
October,70.2,8.0
November,67.0,4.2
December,61.1,1.2
