,Precipitation,Temperature
January,56.8,-4.7
February,42.4,-4.8
March,43.1,-1.8
April,45.1,3.0
May,63.1,8.3
June,84.8,12.3
July,92.5,14.9
August,94.4,13.5
September,65.2,9.0
October,82.1,3.5
November,70.1,-0.7
December,64.8,-3.4
