,Precipitation,Temperature
January,120.99,16.88
February,151.09,17.05
March,189.24,17.12
April,241.97,17.18
May,295.1,17.15
June,234.3,17.06
July,223.84,17.05
August,211.89,17.03
September,238.66,16.81
October,231.58,16.57
November,183.54,16.55
December,141.46,16.77
