,Precipitation,Temperature
January,249.28,23.25
February,254.1,23.54
March,330.58,23.33
April,376.49,23.39
May,340.5,23.52
June,133.56,23.63
July,101.22,24.0
August,91.66,24.46
September,177.38,24.49
October,332.97,23.54
November,437.53,22.89
December,348.03,23.25
