month,maxTemp,minTemp,meanTemp,rainfall
1,15.0,5.7,,11.7
2,16.8,7.1,,14.1
3,21.3,11.2,,27.9
4,23.8,13.9,,59.6
5,24.6,15.5,,153.7
6,25.4,19.1,,298.3
7,24.1,17.8,,472.0
8,24.4,17.7,,403.4
9,24.3,16.7,,245.5
10,22.7,15.5,,62.6
11,20.0,10.3,,11.0
12,16.6,7.1,,12.8
