month,maxTemp,minTemp,meanTemp,rainfall
1,11.7,2.4,,69.4
2,13.2,3.1,,56.0
3,15.9,4.7,,56.2
4,18.5,6.7,,58.8
5,23.9,10.7,,44.7
6,29.8,15.1,,19.5
7,33.7,17.9,,7.1
8,33.6,18.4,,10.8
9,28.5,15.2,,35.8
10,23.3,11.4,,38.2
11,16.6,6.7,,57.7
12,12.9,3.7,,80.8
