,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day6-18_x,WeaCon-night18-n6_x
1960-09-01,,,6.5,3.9,0.9,25.7,29.7,23.1,84,59,2.2,4.4,90.0,6.0,90.0,,,,,
1960-09-02,,,,,,24.6,30.7,19.2,83,55,1.5,5.0,90.0,6.4,90.0,,,,,
1960-09-03,,,,,,24.8,29.8,19.7,86,61,2.0,4.2,202.5,7.1,202.5,,,,,
1960-09-04,,,,,,26.4,32.5,22.2,86,59,1.5,5.0,90.0,6.4,90.0,,,,,
1960-09-05,,,15.2,4.3,1.6,22.2,26.5,22.1,91,77,2.8,7.8,67.5,10.1,67.5,,,,,
1960-09-06,,,,,,22.5,26.3,18.3,78,50,1.8,4.8,90.0,5.8,112.5,,,,,
1960-09-07,,,13.0,3.4,1.3,21.4,23.7,19.1,90,79,2.3,6.7,22.5,9.0,22.5,,,,,
1960-09-08,,,1.3,1.0,0.6,21.8,25.5,18.3,89,69,1.8,5.2,22.5,8.8,22.5,,,,,
1960-09-09,,,5.2,4.1,1.8,22.7,25.7,20.9,94,86,1.5,3.4,90.0,-999.0,,,,,,
1960-09-10,,,0.7,0.4,0.2,22.9,27.7,19.1,81,52,2.8,5.7,112.5,7.8,112.5,,,,,
1960-09-11,,,0.2,0.2,-999.0,22.4,25.5,19.9,90,81,2.5,4.2,90.0,6.0,90.0,,,,,
1960-09-12,,,47.6,31.4,11.8,21.4,22.7,20.2,94,90,2.9,5.7,22.5,8.0,22.5,,,,,
1960-09-13,,,3.3,1.5,0.5,22.5,24.9,20.1,92,83,1.1,3.2,292.5,3.9,292.5,,,,,
1960-09-14,,,,,,25.3,29.9,21.5,88,64,3.5,7.1,180.0,12.5,180.0,,,,,
1960-09-15,,,,,,26.7,29.9,24.7,83,69,6.3,9.1,180.0,15.9,180.0,,,,,
1960-09-16,,,,,,23.6,27.9,21.1,86,74,4.0,5.7,90.0,8.0,90.0,,,,,
1960-09-17,,,0.0,0.0,0.0,23.7,27.0,21.1,87,79,3.5,5.2,90.0,7.1,90.0,,,,,
1960-09-18,,,2.5,2.1,1.9,23.4,27.2,21.7,94,84,2.2,5.7,90.0,7.6,90.0,,,,,
1960-09-19,,,0.0,0.0,0.0,26.2,30.3,23.0,86,69,2.8,6.7,180.0,10.9,180.0,,,,,
1960-09-20,,,8.5,5.0,1.9,22.3,25.7,22.7,93,73,2.1,4.8,67.5,7.0,90.0,,,,,
1960-09-21,,,,,,20.9,27.0,17.2,84,55,2.3,5.7,112.5,7.1,112.5,,,,,
1960-09-22,,,,,,19.8,26.8,12.6,85,53,1.8,4.2,90.0,6.0,112.5,,,,,
1960-09-23,,,,,,20.9,27.5,13.0,88,63,1.3,4.0,202.5,6.0,180.0,,,,,
1960-09-24,,,,,,23.1,29.3,18.8,89,63,1.4,3.6,90.0,5.1,90.0,,,,,
1960-09-25,,,,,,21.7,26.3,20.1,86,61,3.1,8.0,90.0,11.9,67.5,,,,,
1960-09-26,,,,,,17.2,23.6,11.3,75,48,1.8,5.2,112.5,7.2,112.5,,,,,
1960-09-27,,,1.9,1.3,0.6,20.8,25.3,12.3,78,59,3.4,6.5,202.5,11.8,202.5,,,,,
1960-09-28,,,0.9,0.8,0.3,17.4,20.5,18.1,88,73,3.3,6.5,67.5,10.0,67.5,,,,,
1960-09-29,,,,,,16.0,21.4,8.5,71,49,3.5,5.5,22.5,8.8,22.5,,,,,
1960-09-30,,,,,,16.3,23.3,8.7,78,47,3.4,5.9,67.5,8.2,67.5,,,,,
