,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day6-18_x,WeaCon-night18-n6_x
2022-10-01,1014.0,1017.2,,,,21.9,28.1,17.0,77,47,2.0,3.7,67.5,6.9,90.0,10.6,,,,
2022-10-02,1018.1,1021.3,,,,21.4,28.4,15.2,78,45,1.8,3.0,90.0,6.8,67.5,10.3,,,,
2022-10-03,1018.6,1021.9,,,,21.7,26.7,16.8,84,58,1.5,2.7,90.0,5.2,90.0,3.8,,,,
2022-10-04,1009.2,1012.4,,,,24.0,29.3,18.4,80,57,3.3,7.0,202.5,12.9,225.0,8.5,,,,
2022-10-05,1010.3,1013.6,3.0,1.5,1.0,18.8,23.4,14.0,89,71,2.3,3.8,45.0,8.7,45.0,0.0,,,,
2022-10-06,1017.7,1021.0,9.0,3.0,1.0,12.1,14.0,9.9,94,81,2.1,3.7,45.0,8.4,45.0,0.1,,,,
2022-10-07,1013.2,1016.5,47.5,11.0,3.0,11.9,13.3,9.8,98,91,2.6,5.7,337.5,10.9,315.0,0.0,,,,
2022-10-08,1015.9,1019.2,,0.0,,15.1,20.5,10.9,89,62,1.3,2.5,157.5,5.5,67.5,1.4,,,,
2022-10-09,1020.5,1023.8,4.5,2.0,1.0,16.3,21.2,11.6,87,64,1.9,3.7,45.0,8.1,22.5,2.1,,,,
2022-10-10,1006.8,1010.0,7.5,3.5,1.0,16.7,22.2,14.5,99,92,1.6,4.7,202.5,7.8,180.0,0.0,,,,
2022-10-11,1009.2,1012.4,,,,19.2,24.9,15.1,85,49,1.7,4.9,180.0,8.5,180.0,5.5,,,,
2022-10-12,1021.0,1024.3,0.0,0.0,0.0,16.6,19.9,13.8,84,65,1.5,2.7,90.0,5.5,67.5,0.0,,,,
2022-10-13,1021.2,1024.5,9.0,4.0,1.5,15.2,16.4,14.3,94,81,2.0,3.2,315.0,7.1,67.5,0.0,,,,
2022-10-14,1016.0,1019.2,7.5,2.5,1.0,18.0,23.1,14.4,85,66,2.1,3.7,45.0,7.4,22.5,1.9,,,,
2022-10-15,1014.8,1018.0,1.0,0.5,0.5,18.8,23.2,14.2,85,66,1.8,3.3,22.5,7.2,22.5,1.8,,,,
2022-10-16,1015.8,1019.0,,,,18.6,23.7,13.3,88,65,1.6,3.3,45.0,6.0,67.5,1.4,,,,
2022-10-17,1007.5,1010.7,6.0,2.0,0.5,19.5,21.9,17.2,98,91,1.0,3.0,292.5,6.9,247.5,0.0,,,,
2022-10-18,1010.0,1013.2,11.5,4.0,1.5,14.8,18.3,11.6,90,68,2.0,3.5,45.0,8.2,67.5,0.0,,,,
2022-10-19,1017.5,1020.8,0.5,0.5,0.5,13.3,19.0,7.5,79,51,1.6,3.2,157.5,5.4,45.0,6.5,,,,
2022-10-20,1022.6,1025.9,,,,11.6,19.8,5.3,78,34,1.2,2.6,157.5,4.7,315.0,10.7,,,,
2022-10-21,1022.6,1025.9,,,,14.5,22.2,6.2,82,51,1.9,6.6,202.5,11.9,180.0,10.3,,,,
2022-10-22,1015.6,1018.9,,,,14.8,19.8,11.4,90,65,1.1,2.2,315.0,3.6,270.0,1.0,,,,
2022-10-23,1007.4,1010.6,0.0,0.0,0.0,16.6,23.5,10.7,81,53,1.7,4.4,22.5,10.7,45.0,8.7,,,,
2022-10-24,1011.3,1014.6,4.5,1.5,1.0,11.4,15.0,9.7,88,72,2.0,3.3,45.0,7.1,22.5,0.0,,,,
2022-10-25,1016.3,1019.6,0.0,0.0,0.0,12.1,13.8,8.8,61,42,2.9,5.4,0.0,11.8,0.0,0.1,,,,
2022-10-26,1022.2,1025.5,0.5,0.5,0.5,13.0,18.4,6.4,59,37,3.0,4.9,337.5,11.5,0.0,9.8,,,,
2022-10-27,1023.1,1026.5,,,,9.9,17.5,3.6,81,44,1.3,2.2,315.0,3.6,67.5,6.7,,,,
2022-10-28,1020.7,1024.0,,,,11.6,19.8,5.2,86,53,1.1,2.3,315.0,3.9,292.5,4.1,,,,
2022-10-29,1018.0,1021.3,,,,13.1,21.3,7.1,76,42,1.7,3.4,45.0,7.4,45.0,10.3,,,,
2022-10-30,1019.2,1022.5,,,,10.8,18.7,4.6,79,41,1.4,2.4,337.5,4.2,337.5,9.7,,,,
2022-10-31,1022.2,1025.5,,,,11.9,19.5,4.5,77,40,1.7,3.9,67.5,8.2,45.0,10.4,,,,
