,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day6-18_x,WeaCon-night18-n6_x
1972-10-01,1014.4,1017.6,,,,17.9,24.8,13.4,84,56,1.4,3.2,112.5,5.4,67.5,5.0,,,,
1972-10-02,1014.9,1018.1,,,,17.7,25.0,12.0,77,38,1.5,4.0,90.0,6.7,67.5,7.6,,,,
1972-10-03,1016.5,1019.7,,,,16.1,21.1,10.3,76,57,2.3,4.8,90.0,8.0,67.5,1.5,,,,
1972-10-04,1012.0,1015.2,,,,19.7,25.8,14.6,78,49,2.5,6.0,202.5,13.1,202.5,5.0,,,,
1972-10-05,1010.4,1013.5,0.0,0.0,0.0,21.0,25.4,17.5,87,66,2.2,5.0,67.5,7.3,67.5,2.0,,,,
1972-10-06,1010.0,1013.2,7.5,2.0,1.0,16.4,19.3,13.7,83,64,3.7,6.3,45.0,10.7,45.0,,,,,
1972-10-07,1016.5,1019.7,,,,15.3,23.8,9.4,79,40,1.5,4.0,90.0,5.7,90.0,9.7,,,,
1972-10-08,1021.3,1024.5,,,,16.0,24.4,8.4,80,40,2.1,5.7,90.0,7.7,112.5,8.6,,,,
1972-10-09,1020.6,1023.9,,,,16.3,22.8,11.0,83,56,2.1,4.3,90.0,6.6,90.0,4.7,,,,
1972-10-10,1012.6,1015.8,,,,17.2,24.0,10.0,80,50,2.2,4.7,90.0,6.9,90.0,9.3,,,,
1972-10-11,1004.4,1007.6,9.0,3.0,1.0,17.1,19.9,13.7,93,88,2.0,4.3,22.5,6.7,45.0,,,,,
1972-10-12,1000.0,1003.2,0.0,0.0,0.0,18.6,25.1,13.7,74,45,2.3,4.5,292.5,7.7,292.5,8.0,,,,
1972-10-13,1009.7,1012.9,,,,15.3,22.4,9.9,73,32,1.4,3.3,112.5,5.9,337.5,8.1,,,,
1972-10-14,1014.6,1017.8,,,,14.5,24.6,8.2,74,30,1.4,2.5,247.5,5.0,292.5,10.0,,,,
1972-10-15,1012.9,1016.1,,,,16.3,24.2,7.2,83,44,2.0,4.7,180.0,8.5,180.0,7.3,,,,
1972-10-16,1009.7,1012.9,,,,17.3,25.2,12.7,78,40,1.4,3.0,67.5,5.5,22.5,5.2,,,,
1972-10-17,1017.2,1020.5,,,,13.8,18.9,10.1,81,45,1.0,2.3,135.0,4.0,135.0,1.1,,,,
1972-10-18,1020.4,1023.7,,,,12.4,19.9,6.9,76,39,2.0,5.3,67.5,8.4,90.0,9.0,,,,
1972-10-19,1022.5,1025.8,,,,12.5,18.2,5.5,83,46,1.3,2.5,337.5,3.8,315.0,3.7,,,,
1972-10-20,1020.7,1024.0,0.0,0.0,0.0,15.5,21.8,10.2,78,59,2.7,5.8,90.0,8.8,90.0,0.7,,,,
1972-10-21,1016.7,1019.9,2.0,1.5,1.5,16.3,21.0,9.6,86,63,1.9,4.5,45.0,6.7,45.0,3.5,,,,
1972-10-22,1002.8,1005.9,9.0,3.0,2.0,16.8,21.0,12.8,98,95,1.3,5.0,315.0,8.2,315.0,,,,,
1972-10-23,1012.2,1015.4,,,,13.1,19.6,10.6,79,41,1.4,3.3,157.5,6.0,157.5,4.4,,,,
1972-10-24,1019.7,1023.0,,,,13.6,21.2,7.7,83,51,1.7,3.0,112.5,6.0,90.0,4.2,,,,
1972-10-25,1020.4,1023.7,,,,14.1,21.8,8.8,80,47,1.4,3.0,315.0,4.2,292.5,6.5,,,,
1972-10-26,1020.9,1024.2,1.0,1.5,0.5,15.1,21.3,6.7,90,60,1.0,3.3,90.0,5.6,90.0,2.9,,,,
1972-10-27,1010.0,1013.2,0.5,1.0,0.5,17.9,25.6,11.1,87,59,2.0,5.0,202.5,8.5,225.0,4.8,,,,
1972-10-28,1015.9,1019.2,,,,13.0,18.5,6.4,74,45,2.8,7.3,90.0,10.0,90.0,5.0,,,,
1972-10-29,1007.2,1010.4,0.5,0.5,0.5,14.6,18.8,10.8,83,71,2.4,5.0,45.0,8.7,45.0,,,,,
1972-10-30,1006.6,1009.8,0.0,0.0,0.0,14.5,23.2,7.6,84,37,2.1,6.2,180.0,11.0,180.0,6.9,,,,
1972-10-31,1007.4,1010.7,,,,11.6,19.5,3.1,70,29,2.8,8.7,292.5,14.4,315.0,8.3,,,,
