,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day6-18_x,WeaCon-night18-n6_x
1978-09-01,1003.9,1007.4,0.0,0.0,0.0,22.0,25.1,17.9,75,64,3.7,6.5,22.5,10.7,22.5,0.5,,,,
1978-09-02,1011.0,1014.5,,,,21.4,26.7,15.1,65,40,3.3,6.2,67.5,9.2,45.0,11.2,,,,
1978-09-03,1009.7,1013.3,8.5,2.5,1.5,21.3,26.9,17.5,83,62,1.8,3.9,315.0,5.2,315.0,,,,,
1978-09-04,1004.3,1007.8,28.0,16.5,6.0,21.8,25.8,19.2,88,76,2.3,5.1,45.0,9.0,0.0,,,,,
1978-09-05,1005.8,1009.4,3.0,6.5,1.5,19.0,20.8,17.5,88,79,2.7,5.4,22.5,8.5,45.0,,,,,
1978-09-06,1007.1,1010.6,,,,19.7,25.3,15.8,73,54,1.5,3.0,90.0,4.1,90.0,8.9,,,,
1978-09-07,1010.8,1014.3,,,,20.4,24.2,16.9,66,45,3.1,6.2,90.0,9.1,67.5,6.5,,,,
1978-09-08,1011.5,1015.1,,,,20.1,24.4,16.6,62,50,2.3,4.2,90.0,7.1,90.0,7.6,,,,
1978-09-09,1008.1,1011.6,,,,22.3,29.1,13.9,69,47,1.8,4.8,180.0,8.6,202.5,9.7,,,,
1978-09-10,1002.7,1006.2,,,,25.9,32.0,20.0,76,49,2.5,6.6,202.5,10.3,180.0,9.3,,,,
1978-09-11,1009.8,1013.4,4.5,1.5,1.5,20.5,24.3,19.1,85,74,3.2,7.0,45.0,11.7,45.0,,,,,
1978-09-12,1015.6,1019.2,7.5,1.5,0.5,17.3,19.1,16.0,86,80,2.2,3.8,315.0,5.7,315.0,,,,,
1978-09-13,1014.7,1018.3,9.0,3.5,1.5,18.8,21.2,15.8,86,72,2.9,5.0,22.5,8.8,22.5,,,,,
1978-09-14,1015.6,1019.2,0.0,0.0,0.0,20.3,22.8,17.8,73,65,2.3,4.9,22.5,7.5,22.5,,,,,
1978-09-15,1012.2,1015.8,2.5,1.0,0.5,20.8,24.9,18.2,76,59,2.5,4.9,45.0,8.6,67.5,0.9,,,,
1978-09-16,1001.7,1005.2,10.5,3.0,1.5,20.4,23.0,18.0,92,86,1.9,4.6,67.5,7.6,45.0,,,,,
1978-09-17,1002.1,1005.6,,,,23.4,30.8,17.0,62,32,3.9,8.9,292.5,15.6,270.0,9.7,,,,
1978-09-18,1010.1,1013.7,,,,21.0,27.9,13.3,64,39,2.5,6.0,90.0,8.4,90.0,9.6,,,,
1978-09-19,1012.6,1016.1,,,,22.9,28.0,19.4,75,53,2.1,4.0,135.0,6.3,202.5,3.0,,,,
1978-09-20,1011.0,1014.5,,,,23.2,28.9,19.2,77,48,1.4,4.6,90.0,6.3,90.0,3.4,,,,
1978-09-21,1010.4,1014.0,3.0,2.0,1.0,20.8,23.6,19.4,81,67,2.4,4.7,45.0,7.3,67.5,0.2,,,,
1978-09-22,1011.9,1015.4,0.0,0.0,0.0,20.4,24.4,18.1,72,43,2.3,5.1,90.0,7.3,45.0,5.9,,,,
1978-09-23,1010.5,1014.1,2.0,1.5,0.5,18.9,20.7,17.0,85,75,1.5,4.0,292.5,5.2,292.5,,,,,
1978-09-24,1010.6,1014.2,4.5,1.0,0.5,18.7,23.4,16.1,83,60,1.1,3.6,315.0,4.6,315.0,2.4,,,,
1978-09-25,1014.0,1017.5,,,,20.8,26.1,15.6,74,46,1.6,4.2,90.0,5.9,90.0,7.6,,,,
1978-09-26,1012.1,1015.6,,,,20.3,25.5,15.2,76,55,1.3,2.8,270.0,3.2,247.5,3.1,,,,
1978-09-27,1016.3,1019.9,,,,17.9,23.2,13.3,69,52,2.2,4.9,90.0,6.7,90.0,2.9,,,,
1978-09-28,1017.7,1021.4,1.5,0.5,0.5,17.4,21.0,14.5,74,66,1.7,3.8,315.0,6.1,45.0,,,,,
1978-09-29,1012.0,1015.6,1.0,0.5,0.5,15.7,16.5,14.8,90,87,1.2,3.1,292.5,4.0,315.0,,,,,
1978-09-30,1007.0,1010.6,18.5,6.0,2.0,18.5,21.5,16.0,84,71,2.0,4.3,67.5,7.0,67.5,,,,,
