,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day6-18_x,WeaCon-night18-n6_x
1965-01-01,,1003.1,7.5,2.3,0.6,5.0,9.5,-2.0,85,69,2.8,7.5,45.0,5.7,22.5,2.2,,,,
1965-01-02,,1006.4,,,,4.3,11.7,-2.7,66,29,3.3,9.7,315.0,9.9,315.0,6.5,,,,
1965-01-03,,1017.2,0.2,0.1,0.0,2.8,7.4,-4.2,60,35,3.0,12.3,315.0,14.9,315.0,3.9,,,,
1965-01-04,,1012.6,,,,1.8,8.2,-5.6,81,47,1.7,4.7,315.0,3.0,315.0,6.4,,,,
1965-01-05,,1019.0,,,,-2.1,6.3,-9.5,74,24,0.7,2.7,67.5,0.0,,7.7,5.0,,,
1965-01-06,,1018.6,3.0,0.9,0.3,-0.1,2.8,-3.9,90,68,1.6,3.5,337.5,0.0,,,0.0,5.0,,
1965-01-07,,1014.2,2.8,1.7,0.8,2.4,6.4,-3.7,84,65,1.8,4.3,0.0,1.7,337.5,,,0.0,,
1965-01-08,,992.8,5.9,3.0,0.8,4.5,6.6,1.4,95,77,3.6,7.0,22.5,7.9,22.5,,,,,
1965-01-09,,996.9,,,,4.2,8.5,0.6,57,23,6.8,13.5,292.5,22.6,292.5,8.8,,,,
1965-01-10,,1014.1,,,,2.0,7.7,-5.3,46,25,4.5,9.3,292.5,13.1,292.5,8.9,,,,
1965-01-11,,1010.6,0.2,0.2,0.1,-1.1,2.4,-6.7,91,62,1.0,3.5,337.5,2.9,337.5,,0.0,,,
1965-01-12,,1008.9,,,,1.0,6.2,-3.0,53,25,3.5,7.3,292.5,11.3,292.5,9.1,,,,
1965-01-13,,1015.1,,,,1.2,9.9,-7.3,50,22,2.1,4.3,270.0,3.3,270.0,8.5,,,,
1965-01-14,,1021.6,,,,2.3,10.2,-3.6,-999,-999,2.9,7.2,315.0,10.2,315.0,9.0,,,,
1965-01-15,,1023.0,,,,1.2,10.0,-7.9,77,36,1.9,5.3,112.5,4.1,112.5,8.5,,,,
1965-01-16,,1017.5,,,,1.3,9.4,-6.4,63,28,2.9,10.0,315.0,12.1,315.0,9.1,,,,
1965-01-17,,1028.0,,,,-1.1,7.8,-9.1,60,27,1.6,5.2,315.0,5.0,315.0,8.9,,,,
1965-01-18,,1027.4,,,,1.9,8.9,-6.6,72,35,1.4,2.7,315.0,0.0,,5.5,,,,
1965-01-19,,1019.1,,,,4.9,11.5,-1.4,82,54,1.7,3.7,90.0,1.5,90.0,5.2,,,,
1965-01-20,,1016.1,,,,5.5,14.3,-1.8,78,30,2.0,4.7,315.0,4.8,315.0,8.6,,,,
1965-01-21,,1016.8,,,,4.4,12.2,-1.3,68,27,2.2,4.5,337.5,3.0,337.5,6.5,,,,
1965-01-22,,1013.4,0.0,0.0,0.0,2.2,9.1,-3.5,82,58,1.6,5.7,112.5,5.0,112.5,4.6,,,,
1965-01-23,,1009.1,,,,2.4,12.3,-6.6,75,24,2.3,7.0,315.0,10.4,315.0,9.0,,,,
1965-01-24,,1009.3,,,,3.3,9.5,-1.5,69,37,1.6,7.7,315.0,13.0,315.0,5.1,,,,
1965-01-25,,1018.9,,,,-0.3,6.3,-7.8,40,16,2.7,10.0,315.0,13.7,292.5,8.5,,,,
1965-01-26,,1018.7,,,,-0.3,7.0,-10.5,73,38,1.1,2.5,315.0,0.6,292.5,5.9,,,,
1965-01-27,,1010.3,0.3,0.3,0.1,3.1,10.6,-0.6,84,43,2.0,9.7,0.0,10.3,0.0,2.0,,,,
1965-01-28,,1021.9,,,,1.5,9.9,-7.4,61,22,1.5,3.2,292.5,1.6,270.0,8.7,,,,
1965-01-29,,1018.5,2.2,1.2,0.4,4.0,11.7,-3.9,70,33,2.7,6.0,112.5,6.1,67.5,6.4,6.0,,,
1965-01-30,,1018.3,19.8,-999.0,-999.0,1.5,6.8,-4.0,79,50,3.0,6.7,45.0,7.3,45.0,6.9,,6.0,,
1965-01-31,,1019.8,,,,-0.1,6.8,-7.8,86,50,0.9,2.5,315.0,0.0,,2.9,,2.0,,
