,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day6-18_x,WeaCon-night18-n6_x
1961-02-01,,1005.8,,,,1.6,7.5,-3.2,55,33,4.1,11.3,292.5,17.1,292.5,9.5,,,,
1961-02-02,,1009.5,,,,0.7,7.6,-7.8,59,27,2.1,3.7,337.5,6.0,270.0,9.2,,,,
1961-02-03,,1011.2,,,,1.1,9.1,-8.5,55,24,3.2,7.3,292.5,9.6,292.5,9.5,,,,
1961-02-04,,1023.9,,,,2.1,8.6,-4.5,57,30,2.9,6.9,292.5,9.9,292.5,8.8,,,,
1961-02-05,,1026.3,0.5,0.4,0.2,2.1,10.7,-5.7,70,31,2.1,4.0,90.0,5.5,202.5,8.1,,,,
1961-02-06,,1019.1,15.1,3.7,0.8,4.2,5.4,1.5,91,72,1.7,3.0,45.0,4.0,45.0,,,,,
1961-02-07,,995.3,3.7,2.7,0.6,8.3,13.4,2.6,77,44,6.1,10.5,270.0,16.2,270.0,2.8,,,,
1961-02-08,,1000.3,,,,6.5,11.8,4.8,50,39,5.0,8.5,292.5,13.0,292.5,9.7,,,,
1961-02-09,,1003.5,,,,5.5,11.7,-3.4,53,32,3.4,4.7,270.0,8.6,270.0,9.4,,,,
1961-02-10,,1009.9,,,,3.5,7.6,0.6,43,26,5.3,11.7,315.0,17.0,292.5,9.5,,,,
1961-02-11,,1013.9,,,,-0.8,3.8,-7.5,74,51,1.4,2.8,292.5,4.3,292.5,,,,,
1961-02-12,,1003.2,,,,4.9,12.1,0.0,59,29,3.9,10.0,292.5,14.7,292.5,6.2,,,,
1961-02-13,,1013.0,,,,1.8,8.1,-3.8,50,30,3.1,8.3,270.0,14.9,292.5,9.7,,,,
1961-02-14,,1005.1,,,,0.9,10.6,-8.2,65,30,4.3,11.8,315.0,19.6,315.0,9.2,,,,
1961-02-15,,1008.6,,,,0.9,6.3,-8.7,45,31,3.9,9.2,292.5,14.2,292.5,9.9,,,,
1961-02-16,,1010.2,,,,0.6,8.2,-5.7,53,28,3.1,8.3,315.0,12.0,315.0,9.7,,,,
1961-02-17,,1008.1,,,,0.6,11.1,-9.4,55,24,3.0,7.2,315.0,16.9,315.0,9.8,,,,
1961-02-18,,1014.5,,,,2.7,8.7,-1.8,50,24,4.6,10.3,270.0,17.7,270.0,10.2,,,,
1961-02-19,,1021.4,,,,1.1,10.6,-9.0,65,27,2.5,7.3,292.5,12.2,270.0,10.4,,,,
1961-02-20,,1023.3,,,,2.4,12.8,-9.2,71,22,1.9,3.8,225.0,6.4,157.5,10.3,,,,
1961-02-21,,1011.6,,,,4.1,9.6,-1.9,83,54,1.3,3.7,315.0,4.0,315.0,,,,,
1961-02-22,,1008.8,,,,2.7,9.3,-4.5,59,24,3.9,9.7,292.5,17.3,292.5,7.9,,,,
1961-02-23,,1016.0,,,,2.3,7.5,-2.8,44,27,5.3,10.2,292.5,17.0,292.5,10.4,,,,
1961-02-24,,1020.1,1.5,0.8,0.3,1.8,10.8,-9.2,65,27,2.2,5.0,90.0,6.0,90.0,10.0,0.0,,,
1961-02-25,,1017.1,3.7,1.6,0.3,4.8,9.0,0.4,73,48,2.6,4.7,315.0,7.8,112.5,2.4,,,,
1961-02-26,,1012.8,6.0,2.1,0.5,3.8,5.3,1.7,87,58,3.4,5.2,45.0,8.9,45.0,,,,,
1961-02-27,,1018.7,,,,4.5,11.0,-0.8,55,29,3.0,5.7,315.0,9.7,315.0,10.5,,,,
1961-02-28,,1027.1,,,,2.7,11.5,-7.4,74,35,1.6,3.2,112.5,4.4,112.5,10.5,,,,
