,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day6-18_x,WeaCon-night18-n6_x
1975-07-01,1010.8,1014.0,,,,19.3,22.5,16.4,74,65,2.4,5.2,90.0,7.1,112.5,,,,,
1975-07-02,1013.1,1016.3,,,,19.7,23.6,16.6,84,62,2.7,5.2,90.0,7.3,90.0,1.5,,,,
1975-07-03,1009.5,1012.7,0.5,0.5,0.5,20.5,24.6,16.8,82,63,2.4,5.2,90.0,7.4,90.0,4.8,,,,
1975-07-04,1000.6,1003.8,84.0,17.0,7.5,19.1,20.4,17.4,97,96,2.0,6.0,292.5,11.4,292.5,,,,,
1975-07-05,1002.1,1005.3,13.5,8.0,2.0,20.6,22.4,19.9,96,94,1.6,3.5,90.0,4.9,90.0,,,,,
1975-07-06,1002.1,1005.2,33.5,9.0,2.5,23.3,26.5,20.0,92,83,3.3,6.8,202.5,7.8,202.5,,,,,
1975-07-07,999.4,1002.4,0.0,0.0,0.0,26.8,30.4,24.2,80,63,6.0,8.0,202.5,16.2,202.5,12.7,,,,
1975-07-08,999.9,1002.9,0.5,0.5,0.5,25.4,29.8,20.3,80,56,3.7,6.7,180.0,13.7,180.0,6.9,,,,
1975-07-09,1005.6,1008.8,,,,23.7,28.7,19.4,78,56,2.0,4.2,67.5,6.3,45.0,4.5,,,,
1975-07-10,1006.6,1009.7,3.0,1.0,0.5,22.3,24.6,19.6,90,80,1.2,3.5,315.0,5.2,315.0,,,,,
1975-07-11,999.7,1002.9,0.0,0.0,0.0,24.6,29.2,20.8,90,74,1.4,3.7,202.5,6.4,202.5,,,,,
1975-07-12,1000.7,1003.8,6.5,4.0,1.0,21.5,26.7,18.8,92,73,3.0,8.2,67.5,12.0,67.5,,,,,
1975-07-13,1004.6,1007.8,7.5,2.5,0.5,19.7,20.5,18.9,95,93,1.6,3.0,45.0,4.5,45.0,,,,,
1975-07-14,1007.8,1011.0,,,,23.1,26.6,19.8,86,70,1.2,2.5,292.5,4.4,157.5,0.6,,,,
1975-07-15,1009.2,1012.3,,,,24.9,31.8,18.4,78,49,1.2,3.3,157.5,5.2,157.5,4.3,,,,
1975-07-16,1007.5,1010.6,,,,25.7,31.7,20.0,82,52,1.7,4.8,180.0,7.2,180.0,5.0,,,,
1975-07-17,1005.0,1008.1,0.0,0.0,0.0,25.9,31.2,22.4,86,68,1.5,4.5,112.5,6.6,90.0,,,,,
1975-07-18,1007.2,1010.3,,,,26.6,32.8,20.1,80,53,1.4,3.3,135.0,5.1,135.0,10.2,,,,
1975-07-19,1009.0,1012.2,,,,24.0,29.5,19.7,79,56,1.9,4.2,90.0,6.0,112.5,4.9,,,,
1975-07-20,1006.8,1009.9,,,,24.2,29.5,18.6,83,62,1.4,3.3,135.0,5.3,135.0,1.9,,,,
1975-07-21,1006.9,1010.0,51.5,30.0,10.0,23.3,30.2,20.4,89,50,1.4,5.8,112.5,8.8,112.5,,,,,
1975-07-22,1007.5,1010.6,0.0,0.0,0.0,25.0,29.4,21.3,82,63,1.3,3.3,157.5,5.0,135.0,1.7,,,,
1975-07-23,1007.1,1010.2,,,,25.9,30.6,22.4,80,53,1.8,4.8,90.0,7.3,90.0,4.9,,,,
1975-07-24,1006.8,1009.8,,,,26.1,32.0,21.4,81,54,1.4,4.2,135.0,6.6,157.5,4.4,,,,
1975-07-25,1007.8,1010.9,,,,26.3,32.6,20.5,81,45,1.6,4.8,157.5,7.3,157.5,9.9,,,,
1975-07-26,1008.6,1011.7,,,,26.7,31.8,21.4,83,58,1.7,4.7,157.5,7.5,157.5,6.2,,,,
1975-07-27,1009.1,1012.2,,,,27.9,32.2,23.2,81,58,2.9,6.3,202.5,10.5,180.0,10.9,,,,
1975-07-28,1009.3,1012.4,,,,28.0,32.6,23.2,80,56,3.1,5.2,202.5,9.0,202.5,10.3,,,,
1975-07-29,1009.2,1012.2,,,,27.7,32.8,22.9,78,51,2.5,5.7,180.0,9.5,180.0,9.6,,,,
1975-07-30,1007.9,1011.0,,,,27.5,33.1,22.6,79,55,2.5,5.8,202.5,11.5,202.5,11.8,,,,
1975-07-31,1009.2,1012.3,,,,27.7,34.2,21.4,78,50,1.6,3.8,180.0,6.8,202.5,10.6,,,,
