,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day6-18_x,WeaCon-night18-n6_x
1962-03-01,,1018.1,5.8,-999.0,0.2,4.7,7.9,0.3,74,60,2.1,4.5,270.0,6.8,45.0,2.2,,,,
1962-03-02,,1012.8,,,,5.1,11.7,1.7,62,30,3.9,9.5,315.0,16.1,315.0,9.1,,,,
1962-03-03,,1021.0,,,,3.6,12.1,-3.5,60,27,2.5,5.0,315.0,8.0,157.5,9.8,,,,
1962-03-04,,1019.4,,,,5.3,14.6,-4.4,68,25,2.8,6.2,247.5,9.7,270.0,10.2,,,,
1962-03-05,,1017.8,,,,8.1,15.9,-1.8,54,20,3.2,6.7,270.0,10.7,292.5,9.3,,,,
1962-03-06,,1010.4,,,,6.4,13.4,-1.7,88,59,1.4,4.3,180.0,6.5,180.0,0.8,,,,
1962-03-07,,1006.4,4.2,2.1,0.7,5.8,16.7,-0.4,83,37,2.6,9.5,67.5,13.7,67.5,3.4,,,,
1962-03-08,,1019.1,,,,4.2,11.7,-2.8,54,22,2.9,6.0,270.0,8.9,292.5,10.5,,,,
1962-03-09,,1015.3,,,,6.7,14.7,-2.1,83,50,2.1,7.0,202.5,12.6,202.5,4.3,,,,
1962-03-10,,1005.1,,,,8.9,16.7,0.3,82,44,2.3,5.0,112.5,7.3,135.0,8.5,,,,
1962-03-11,,1008.2,,,,8.5,15.0,2.1,50,30,3.5,6.2,90.0,10.1,90.0,10.4,,,,
1962-03-12,,1008.9,,,,8.3,17.9,-2.4,72,30,2.2,3.8,157.5,6.1,180.0,10.7,,,,
1962-03-13,,1010.9,,,,8.7,18.1,-1.3,67,25,3.4,7.2,315.0,12.4,337.5,10.8,,,,
1962-03-14,,1016.5,0.5,0.5,0.2,7.7,14.5,-0.8,79,55,2.5,4.8,90.0,5.8,90.0,5.3,,,,
1962-03-15,,1004.4,17.9,4.8,1.2,8.1,11.6,2.3,97,90,2.0,5.2,292.5,6.6,292.5,,,,,
1962-03-16,,1001.2,,,,6.8,13.7,-0.7,61,-999,4.1,10.7,292.5,15.7,292.5,10.5,,,,
1962-03-17,,1007.4,,,,5.0,11.8,-3.1,50,26,3.4,5.7,292.5,8.2,292.5,11.1,,,,
1962-03-18,,1015.2,,,,4.7,12.8,-3.5,55,26,2.5,6.7,315.0,9.9,315.0,11.1,,,,
1962-03-19,,1017.3,,,,7.1,16.1,-4.0,65,26,2.3,5.0,225.0,7.3,225.0,10.4,,,,
1962-03-20,,1020.4,13.1,2.7,0.5,5.6,10.0,1.5,74,54,4.2,7.3,90.0,10.1,67.5,3.3,,,,
1962-03-21,,1007.1,6.2,2.0,0.4,5.3,9.2,2.5,98,95,2.3,4.0,337.5,5.2,22.5,,,,,
1962-03-22,,1004.7,1.6,1.4,0.6,-999.0,12.0,3.5,77,38,1.5,2.8,180.0,3.6,157.5,0.8,,,,
1962-03-23,,1008.7,9.4,2.4,0.7,-999.0,5.6,3.4,92,72,2.0,4.7,112.5,5.3,112.5,,,,,
1962-03-24,,1009.7,0.7,0.5,0.2,4.6,9.2,-0.6,78,40,2.3,5.5,0.0,9.0,0.0,5.7,,,,
1962-03-25,,1016.6,,,,4.7,12.0,-2.2,88,44,2.5,5.2,157.5,8.2,180.0,6.9,,,,
1962-03-26,,1008.5,2.6,1.8,0.6,6.6,13.9,-2.5,79,58,3.2,7.8,180.0,13.0,180.0,5.7,,,,
1962-03-27,,1012.1,,,,5.9,14.1,-3.5,73,34,2.0,3.7,157.5,4.7,157.5,10.8,,,,
1962-03-28,,1015.3,,,,9.2,17.8,-2.2,70,34,3.3,7.5,202.5,14.0,202.5,10.7,,,,
1962-03-29,,1016.4,1.6,0.8,0.2,7.0,12.7,2.1,80,60,5.1,8.8,67.5,12.8,67.5,2.0,0.0,,,
1962-03-30,,1018.6,0.9,0.4,0.2,3.0,5.7,1.2,89,70,3.0,5.8,45.0,9.0,45.0,,0.0,,,
1962-03-31,,1025.3,,,,4.4,12.4,-2.3,73,37,2.5,5.5,90.0,7.5,90.0,10.6,,,,
