,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day6-18_x,WeaCon-night18-n6_x
2023-04-01,1013.5,1016.8,2.0,2.0,2.0,13.7,20.2,6.7,70,41,2.3,5.2,112.5,9.8,112.5,11.2,,,,
2023-04-02,1015.8,1019.1,1.0,3.0,1.0,12.5,17.1,9.1,73,57,2.7,5.1,67.5,10.5,45.0,3.0,,,,
2023-04-03,1019.7,1023.1,,,,11.1,17.0,6.7,61,41,2.7,5.4,67.5,10.5,67.5,10.9,,,,
2023-04-04,1021.6,1024.9,,,,11.9,20.3,2.7,61,24,1.7,3.4,90.0,6.2,90.0,10.6,,,,
2023-04-05,1019.3,1022.6,,,,14.7,22.3,5.5,61,18,2.6,5.7,180.0,9.5,180.0,5.8,,,,
2023-04-06,1013.1,1016.3,0.0,0.0,0.0,18.3,23.0,15.9,68,51,5.3,7.8,202.5,15.4,202.5,3.5,,,,
2023-04-07,1006.4,1009.6,1.5,1.0,0.5,18.7,21.0,17.0,80,62,6.6,9.7,202.5,19.4,225.0,0.0,,,,
2023-04-08,1001.1,1004.4,4.5,2.5,1.0,12.6,18.6,6.8,83,42,2.8,7.7,202.5,15.9,202.5,0.6,,,,
2023-04-09,1012.7,1016.0,,,,10.3,17.4,4.4,43,17,3.1,5.8,315.0,12.1,315.0,12.3,,,,
2023-04-10,1015.5,1018.8,,,,12.1,20.2,1.9,62,25,2.5,7.0,180.0,12.6,180.0,12.1,,,,
2023-04-11,1013.3,1016.6,,,,16.3,24.1,6.4,65,39,3.7,8.8,202.5,14.9,202.5,10.9,,,,
2023-04-12,1006.6,1009.8,0.0,0.0,0.0,18.0,24.1,12.2,69,46,5.2,9.5,180.0,16.5,202.5,4.8,,,,
2023-04-13,1014.3,1017.6,,,,14.5,22.5,5.5,46,10,2.4,5.7,157.5,10.0,225.0,11.8,,,,
2023-04-14,1013.4,1016.7,0.0,0.0,0.0,16.9,22.0,9.4,69,40,3.0,7.0,180.0,11.8,225.0,6.3,,,,
2023-04-15,1004.3,1007.6,27.5,5.0,1.5,13.8,16.3,12.8,94,72,1.8,3.8,135.0,7.4,180.0,0.0,,,,
2023-04-16,992.6,995.8,3.0,1.5,0.5,15.6,22.9,12.3,85,55,1.7,4.2,0.0,9.1,0.0,2.8,,,,
2023-04-17,1006.6,1009.9,0.5,0.5,0.5,13.9,20.4,8.5,63,21,2.2,6.7,315.0,14.7,292.5,9.4,,,,
2023-04-18,1014.4,1017.7,0.0,0.0,0.0,10.5,16.8,4.4,83,45,1.3,3.2,22.5,6.7,90.0,1.0,,,,
2023-04-19,1006.9,1010.1,,,,15.7,26.1,7.1,77,34,1.9,4.0,90.0,7.7,45.0,9.6,,,,
2023-04-20,1006.6,1009.8,,,,19.1,26.3,11.6,76,41,2.4,5.3,202.5,9.9,180.0,8.1,,,,
2023-04-21,1001.6,1004.7,0.0,0.0,0.0,20.8,27.3,13.9,66,40,2.4,5.7,67.5,11.8,67.5,9.6,,,,
2023-04-22,1009.5,1012.7,0.0,0.0,0.0,14.4,19.0,8.4,45,26,2.2,5.5,157.5,9.5,135.0,5.1,,,,
2023-04-23,1016.8,1020.2,,,,12.5,19.4,5.1,53,19,1.8,5.3,135.0,9.9,135.0,11.7,,,,
2023-04-24,1019.7,1023.0,,,,11.7,15.8,7.8,45,26,1.7,3.8,135.0,6.1,135.0,2.3,,,,
2023-04-25,1020.1,1023.5,0.0,0.0,0.0,12.9,17.4,7.6,61,45,2.1,4.0,112.5,8.5,67.5,7.0,,,,
2023-04-26,1004.3,1007.5,14.0,3.0,2.0,14.8,19.6,11.9,97,76,2.1,6.9,202.5,13.4,202.5,0.0,,,,
2023-04-27,1014.5,1017.7,0.0,0.0,0.0,15.4,22.8,7.4,60,25,2.3,5.1,157.5,9.0,135.0,12.7,,,,
2023-04-28,1018.2,1021.5,,,,17.5,23.6,10.5,69,40,2.9,6.1,180.0,10.0,225.0,11.8,,,,
2023-04-29,1011.6,1014.8,0.0,0.0,0.0,18.6,23.4,12.2,70,45,4.6,8.0,180.0,15.0,225.0,10.6,,,,
2023-04-30,1001.3,1004.5,2.0,1.0,0.5,18.7,21.7,15.1,91,78,3.0,7.3,202.5,15.5,202.5,0.0,,,,
