,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day6-18_x,WeaCon-night18-n6_x
1975-09-01,1013.6,1016.7,,,,24.8,31.7,19.6,80,43,1.5,4.3,112.5,6.7,90.0,7.0,,,,
1975-09-02,1013.1,1016.2,,,,24.8,31.9,18.5,74,40,1.5,4.2,112.5,6.8,112.5,9.7,,,,
1975-09-03,1012.9,1016.0,,,,24.3,30.7,19.9,76,44,1.8,5.9,135.0,8.1,135.0,7.7,,,,
1975-09-04,1011.9,1015.0,,,,24.6,30.0,19.0,77,55,2.1,4.7,112.5,7.1,112.5,6.1,,,,
1975-09-05,1011.5,1014.6,0.0,0.0,0.0,25.0,29.6,22.2,78,59,2.2,5.1,157.5,7.8,135.0,6.9,,,,
1975-09-06,1011.7,1014.8,,,,25.2,30.7,21.8,74,48,2.7,5.5,90.0,8.7,90.0,8.3,,,,
1975-09-07,1009.8,1012.9,,,,24.3,30.2,18.7,77,56,2.3,4.9,112.5,7.6,112.5,9.4,,,,
1975-09-08,1001.1,1004.2,24.0,24.0,13.0,24.5,31.2,18.6,71,43,1.7,6.2,315.0,12.8,315.0,9.3,,,,
1975-09-09,999.2,1002.3,,,,22.4,29.5,15.5,65,33,3.1,6.7,337.5,11.2,337.5,10.7,,,,
1975-09-10,1004.1,1007.2,,,,20.9,28.6,12.7,67,36,1.7,3.5,135.0,6.0,90.0,11.0,,,,
1975-09-11,1007.5,1010.6,,,,23.1,28.9,18.0,71,51,1.9,3.3,45.0,5.7,180.0,7.6,,,,
1975-09-12,1007.3,1010.4,,,,24.3,30.7,18.2,74,50,1.3,3.2,180.0,6.2,180.0,7.9,,,,
1975-09-13,1006.2,1009.3,,,,25.2,31.8,19.5,72,47,1.9,4.6,45.0,7.6,45.0,6.9,,,,
1975-09-14,1010.5,1013.6,0.0,0.0,0.0,23.1,25.5,21.2,69,55,2.6,4.3,90.0,6.3,90.0,4.3,,,,
1975-09-15,1013.2,1016.4,0.0,0.0,0.0,22.9,27.1,19.8,84,70,2.0,4.8,90.0,7.0,90.0,,,,,
1975-09-16,1012.1,1015.2,,,,26.0,31.8,21.8,76,52,2.9,6.2,202.5,12.5,202.5,8.6,,,,
1975-09-17,1011.4,1014.5,,,,25.6,31.5,19.6,74,51,2.9,6.5,180.0,11.6,202.5,10.1,,,,
1975-09-18,1011.8,1014.9,0.5,0.5,0.5,22.8,26.4,20.8,84,74,2.9,5.4,67.5,9.3,67.5,,,,,
1975-09-19,1011.7,1014.9,12.5,12.0,8.0,23.0,28.3,19.6,81,63,1.8,4.8,315.0,9.3,292.5,5.9,,,,
1975-09-20,1014.0,1017.1,,,,24.5,28.8,21.2,80,65,3.0,4.9,90.0,7.1,112.5,5.1,,,,
1975-09-21,1011.7,1014.7,,,,26.1,31.0,22.5,71,52,3.8,6.9,202.5,13.1,202.5,8.1,,,,
1975-09-22,1011.8,1014.9,24.0,24.0,8.5,23.2,28.3,19.5,79,64,3.4,6.0,67.5,9.6,45.0,3.7,,,,
1975-09-23,1012.6,1015.8,21.5,5.5,3.5,19.3,21.3,18.1,91,84,2.1,4.0,22.5,7.2,45.0,,,,,
1975-09-24,1011.3,1014.5,16.5,5.0,2.0,18.3,21.7,15.2,83,56,2.2,6.0,45.0,10.5,67.5,2.0,,,,
1975-09-25,1013.2,1016.4,,,,17.7,24.0,11.3,73,51,2.8,4.3,67.5,8.6,45.0,9.7,,,,
1975-09-26,1011.7,1014.9,,,,19.8,25.9,13.3,72,51,2.1,5.5,112.5,7.8,112.5,9.7,,,,
1975-09-27,1009.3,1012.5,0.0,0.0,0.0,19.3,22.9,15.9,77,66,1.7,3.6,67.5,5.3,45.0,0.3,,,,
1975-09-28,1013.4,1016.6,0.0,0.0,0.0,20.6,24.0,17.3,78,54,1.6,3.2,90.0,4.9,67.5,0.3,,,,
1975-09-29,1013.2,1016.4,43.0,7.5,1.5,17.5,18.8,16.5,91,86,2.2,4.8,337.5,6.7,337.5,,,,,
1975-09-30,1016.6,1019.8,,,,16.6,20.9,12.7,71,52,3.1,5.6,22.5,9.5,22.5,5.1,,,,
